Date,Open,High,Low,Close,Volume,Dividends,Stock_Splits
1985-03-14 00:00:00-05:00,9.488574999448086e-05,9.41889394449576e-05,9.676001134475187e-05,9.624066622184897e-05,0.03224177557713428,0.0,0.0
1985-03-15 00:00:00-05:00,9.488572844442496e-05,0.00011071523679203089,9.509180543189856e-05,0.00010785517019829853,0.024129250904809166,0.0,0.0
1985-03-18 00:00:00-05:00,0.00010986988367717794,0.00011071538939384125,0.0001117766966028541,0.0001111767516314954,0.01649375596758915,0.0,0.0
1985-03-19 00:00:00-05:00,0.00010986990740684288,0.00011071541320667485,0.00010009650554590181,9.955925228133088e-05,0.022785717790114464,0.0,0.0
1985-03-20 00:00:00-05:00,0.00010154404224666349,0.00010410300843162161,0.00010343276809030502,0.00010287760792744954,0.05426062278043423,0.0,0.0
1985-03-21 00:00:00-05:00,0.00010653761696418485,0.00010906289171768929,0.00010843719086400374,0.00010785517019829853,0.02157502839911991,0.0,0.0
1985-03-22 00:00:00-05:00,0.00010653770384486767,0.00010906297939060499,0.00010343276809030502,0.00010287760792744954,0.010509750050005096,0.0,0.0
1985-03-25 00:00:00-05:00,0.00010154391451972031,9.914588911511796e-05,9.509176424417698e-05,9.458137319210804e-05,0.014498080936548252,0.0,0.0
1985-03-26 00:00:00-05:00,0.00010487327505572452,0.00010245080174759962,0.00010676923333436162,0.00010619616518526108,0.01604389881233182,0.0,0.0
1985-03-27 00:00:00-05:00,0.00010487303185222887,0.00010575818435241662,9.842811365986043e-05,9.789981524323816e-05,0.014685269819943919,0.0,0.0
1985-03-28 00:00:00-05:00,9.655023637455712e-05,9.914589267535155e-05,9.842811365986043e-05,9.789981524323816e-05,0.017145897883935342,0.0,0.0
1985-03-29 00:00:00-05:00,9.655035409241526e-05,9.914601153187633e-05,9.842823163344917e-05,0.0001012183725010497,0.01142757941375159,0.0,0.0
1985-04-01 00:00:00-05:00,9.987934655407324e-05,0.0001041028795058329,9.509176424417698e-05,9.458137319210804e-05,0.015050590060119332,0.0,0.0
1985-04-02 00:00:00-05:00,9.322117300713015e-05,9.253660766372741e-05,8.67509630977019e-05,8.628534006845901e-05,0.03033063746117529,0.0,0.0
1985-04-03 00:00:00-05:00,8.489839829917633e-05,8.427492605069331e-05,8.67509630977019e-05,8.628534006845901e-05,0.032383676827450344,0.0,0.0
