Date,Open,High,Low,Close,Volume,Dividends,Stock_Splits
2025-02-24 00:00:00-05:00,0.9164623857355441,0.968377273421817,0.9865715149520655,1.0,0.19266338263173544,0.0,0.0
2025-02-25 00:00:00-05:00,1.0,1.0,1.0,0.9983962374172126,0.12991634612288805,0.0,0.0
2025-02-26 00:00:00-05:00,0.9001361042463865,0.8607488530513123,0.8416004957746681,0.8198823336560173,0.06212015325496345,0.0,0.0
2025-02-27 00:00:00-05:00,0.766258603050594,0.7908462510999659,0.7848724329464343,0.7381079760785338,0.0,0.0,0.0
2025-02-28 00:00:00-05:00,0.699319644850128,0.7805824412621334,0.5968757330929177,0.8594332475111726,0.2969608472582854,0.0,0.0
2025-03-03 00:00:00-05:00,0.8310202254730017,0.834396651447384,0.758837990490127,0.7576161392423133,0.11421017444778403,0.0,0.0
2025-03-04 00:00:00-05:00,0.7200001826902636,0.7245494636567846,0.7196489600900566,0.7014962741981394,0.23947508470499557,0.0,0.0
2025-03-05 00:00:00-05:00,0.6576870250053153,0.6269071897460945,0.5702930782647382,0.696419119883803,0.11503591794836832,0.0,0.0
2025-03-06 00:00:00-05:00,0.631020474596089,0.6632455378098374,0.6779940194253671,0.6854623183075228,0.07607446085199299,0.0,0.0
2025-03-07 00:00:00-05:00,0.6492517172884789,0.7606101483425061,0.721841391414018,0.7854089818860057,0.09696804410530879,0.0,0.0
,0.6609521982621178,0.6160888996869076,0.4329953596394436,0.4756813646294704,0.5855506250840421,0.0,0.0
,0.3417686410501686,0.3298196500171642,0.2474649882140616,0.2982362281526605,0.6625606760490825,0.0,0.0
,0.2419047452965568,0.21636622445105402,0.1778570708732783,0.19508285495021482,0.4051805935126105,0.0,0.0
,0.1278910734215568,0.0801664117891816,0.0,0.0,0.38284764085460665,0.0,0.0
,0.0,0.0,0.03178962695214427,0.10181751603966571,0.3589711539007858,0.0,0.0
,0.05605435533588299,0.035228964353693826,0.042477468304250365,0.11544643971230961,0.13105458429685857,0.0,0.0
,0.07918377311862113,0.03328701377692944,0.08413282713245707,0.08043850041470257,0.02421928414098995,0.0,0.0
,0.08081635974702372,0.13342571848573748,0.1460674439211358,0.1485839343195412,0.2505980011704345,0.0,0.0
,0.07455797260310515,0.0981971773993866,0.10413818798875507,0.11811896957948154,0.14600698094161269,0.0,0.0
,0.008435307716835538,0.13564490917317773,0.07837764263662095,0.22955661449103193,1.0,0.0,0.0
