Year,Company,Category,Market_Cap_in_B_USD_,Revenue,Gross_Profit,Net_Income,Earning_Per_Share,EBITDA,Share_Holder_Equity,Cash_Flow_from_Operating,Cash_Flow_from_Investing,Cash_Flow_from_Financial_Activities,Current_Ratio,Debt_Equity_Ratio,ROE,ROA,ROI,Net_Profit_Margin,Free_Cash_Flow_per_Share,Return_on_Tangible_Equity,Number_of_Employees,Inflation_Rate_in_US_
0.9285714285714164,0,6,0.7094889608963093,0.7656840026267752,0.7572526529434304,1.0,0.9158922814337188,1.0,0.22274008782909904,1.0,0.34068215069495245,0.0,0.0633722216344628,0.670107732686495,1.0,0.9478531352443705,0.49712455523801147,0.8602068751966025,0.47450594191033607,0.4287530842922582,0.0989529383868512,1.0
0.8571428571428612,0,6,1.0,0.7098519571534727,0.6771286159694153,0.9542781154337019,0.9111511473544471,0.9249787119453279,0.26971492425127946,0.8878752423421911,0.41208851499634236,0.12727818140579616,0.08214632645013609,0.6515032357706629,0.8855187615762841,0.9238324492462329,0.4899237273410251,0.867237879443221,0.47455037246325693,0.40198924471250114,0.09271300028703713,0.6045966285010109
0.7857142857142776,0,6,0.7743745880931457,0.53105859964923,0.46335736386221366,0.6216587681954893,0.8890574625450407,0.6128339677294925,0.2782224461641063,0.7432452617803267,0.5058705193855157,0.17507700637268886,0.10994200417416058,0.6393750177659443,0.7336386485395021,0.7553013336929207,0.47764411997130607,0.8061902819282791,0.47336117905551467,0.36648216043702464,0.0883450436171673,0.1901223933096443
0.714285714285694,0,6,0.44786632249560626,0.5029751453988482,0.4340508789242088,0.6024257677581728,0.8861179594158922,0.6065239699856624,0.37335613606436513,0.6734001979779164,0.9647677395757133,0.144669549375535,0.1269175651371029,0.6144174191531093,0.6681988584007748,0.7297426823646034,0.47475893314776085,0.8101776305441961,0.46927704536050374,0.351183408698128,0.08210510551735326,0.2593469963987892
0.6428571428571388,0,6,0.25694063049209137,0.5135908908483511,0.4494408017732799,0.6405793997161904,0.8862127820974777,0.6452718684725729,0.4363738361736503,0.7231887159396984,0.6919989027066569,0.16735076128390292,0.08775355140276803,0.6084717497797023,0.6547592596842803,0.7289135659839971,0.4743431284384176,0.824629158147216,0.4722913686117075,0.348041450513388,0.07898513646744623,0.33476903198018737
0.5714285714285552,0,6,0.2982445902899824,0.4423864783249477,0.38848384886977894,0.540799842923059,0.8797885454200643,0.570308804157175,0.5381312125431665,0.6414211498875813,0.12038222384784197,0.6787901402576879,0.10152635780442998,0.5987360122798208,0.6071725227057533,0.6670505505879437,0.46897940134816607,0.808387317159484,0.46955444655178347,0.3369164503635507,0.07336919217761359,0.2973810463850305
0.5,0,6,0.21199129503514938,0.4157638885101553,0.37096871474244913,0.5170241059555365,0.8776550350843921,0.5632346198353724,0.5161985259933355,0.6538388754913776,0.12467081199707386,0.6574551680238812,0.1088936550835313,0.5899999052482968,0.6060823437894473,0.6911003923269379,0.4699154997551577,0.809547273120478,0.4671470832887418,0.33812679265969975,0.06900123550774376,0.19347235681897038
0.4285714285714164,0,6,0.20144304701230226,0.4511614562550753,0.41277197776416447,0.5858077413942363,0.8798122510904608,0.6502645541153267,0.4825542841557713,0.7469099146005896,0.03051389904901236,0.6806778024100617,0.08543564194550507,0.5833862363675987,0.6283298068344574,0.7674064328497732,0.47513312665411445,0.8299325161214217,0.47319118389651316,0.34394744086866547,0.06525727264785532,0.056722060706124455
0.3571428571428612,0,6,0.22221001757469241,0.35144668807786084,0.3096858365798875,0.4618954545860219,0.8732457803906694,0.489872708350012,0.4530181653939429,0.6134905527169283,0.33862472567666424,0.5355692618363002,0.08267530993623345,0.5728403718056831,0.6055852319700522,0.742844543411987,0.47340850517008437,0.8148014804183705,0.47059837136910626,0.33826801067708673,0.05714535311809706,0.23661510115693382
0.2857142857142776,0,6,0.17327205074692442,0.3281727285376763,0.2818571771315962,0.4398243594206003,0.8714204437701497,0.4557172072983457,0.49841935614438654,0.5760578574396816,0.23625640087783467,0.6904599896105417,0.14023833110519077,0.5643553567875382,0.5922967689196705,0.7583389974434058,0.4723298100261118,0.8154908186536646,0.4699535488228029,0.3342749199712244,0.049283031112331364,0.2177835205723652
0.21428571428569398,0,6,0.17183724187170474,0.2999698202248671,0.3013144686245616,0.4817353432041911,0.8729139010051203,0.47581895328272716,0.47822297575639966,0.5586631371272848,0.10409656181419163,0.7978738192965898,0.12265684360362786,0.5578506523654763,0.605302005196723,0.8642290037665572,0.4778277132701691,0.8768628106322742,0.4707382310226484,0.3374361144016634,0.0441038824894857,0.29010683990763675
0.1428571428571388,0,6,0.1292014499121265,0.20546599073813904,0.19039272703409965,0.34062491632975445,0.867329793286554,0.3090516080668991,0.3208773225932016,0.4761651166278855,0.17549378200438914,0.8208623250437163,0.13348657824627547,0.5578506523654763,0.6017128383278096,0.8382075050521431,0.47692419084188437,0.8434587822428435,0.4718524720193764,0.3368258630581372,0.03611676172172372,0.4202170297787827
0.07142857142855519,0,6,0.10190918826889278,0.12121366972367562,0.10942932089976393,0.23433916124483473,0.8630864782856058,0.19120675977612972,0.2118418349919029,0.35895812929873216,0.4184070958302853,0.8194941358092438,0.17223702307329786,0.5578506523654763,0.5906945843622685,0.7719365060853497,0.4741504999152717,0.8132003971374645,0.4705307596581398,0.33345227079314005,0.02744324776298219,0.23874472081643394
0.0,0,6,0.06514993409490334,0.0775052324551087,0.07164877922618121,0.18277151552473514,0.8610307225488336,0.14071222189067037,0.15074579834714247,0.306736826609985,0.3856711777615216,0.8151481229468016,0.2425629730795495,0.5578506523654763,0.5826514323217418,0.748211021963384,0.4721257491783631,0.7850554911135577,0.4707985020335671,0.33139958642642553,0.019580925757216486,0.0
1.0,7,6,0.8413986983743409,0.40847131591212016,0.6468398905246523,0.7550849197211884,0.9497439787597193,0.7950742716574115,0.8111587365894938,0.7860077984059627,0.3377011704462326,0.48884596530506236,0.14895213180344896,0.5687044599626678,0.604776082377972,0.7523638928016297,0.4740468714245174,0.9687880917741427,0.4667966614496183,0.3483532831847642,0.13452058555579127,0.48520632185970836
0.9285714285714164,7,6,0.6136485336115992,0.3817508129314035,0.6002638315860072,0.7584495791944452,0.9494595107149629,0.762025021651953,0.6610533666371231,0.7950022925746149,0.2679224579370885,0.37952984042669946,0.15043328556452154,0.5720112944030169,0.625741700112656,0.7955982120241919,0.47706150166533934,0.9999999999999999,0.4743116065353866,0.36365911294878456,0.13452058555579127,1.0
0.8571428571428612,7,6,0.8667481326889278,0.32264650945291395,0.5120229162425081,0.6561085972850678,0.9342878816612933,0.6438235529581299,0.5681704439836992,0.7188926533429711,0.2929224579370885,0.45554848291958416,0.17884450770873206,0.577251063587868,0.6244640055395251,0.7668032734608046,0.4757364583654099,0.9971173128342246,0.47517858184629425,0.3577278991376853,0.10956083315653507,0.6045966285010109
0.7857142857142776,7,6,0.5772222374780316,0.2735469732685601,0.4275546973908759,0.5044758003337885,0.9125734875782286,0.5284896034235558,0.47857855915337866,0.6194456135498557,0.4333211411850768,0.47351053944701743,0.22075923557077318,0.5832109457167493,0.6104921358179809,0.7000967606149674,0.47142893055459,0.9296678397294745,0.47310734537491467,0.35354432964280913,0.09832894457686979,0.1901223933096443
0.714285714285694,7,6,0.4129572166080843,0.23991967556354973,0.365030624406138,0.4594857515149892,0.9059358998672482,0.44760227363701865,0.4181520784795254,0.5668900350970981,0.4008595464520849,0.5404127980567324,0.222009560174276,0.5912648404855078,0.6127303598103162,0.6818306889683787,0.4704003286608931,0.9323612967914436,0.47250540797099577,0.35894731728863,0.08647306218722309,0.2593469963987892
0.6428571428571388,7,6,0.26762618079964845,0.20959988460345916,0.316248989056863,0.2571688666363222,0.8781528541627156,0.3797570614478788,0.3439637637821666,0.5155044218183772,0.48966715435259694,0.5645353643992772,0.2577880795975878,0.6015169747676214,0.5680161771319774,0.5489552222487458,0.4627011497538024,0.7337151521704938,0.46993577660163455,0.34059200031325965,0.07836114265746483,0.33476903198018737
0.5714285714285552,7,6,0.2265178767574692,0.1825973917048808,0.27295450635670565,0.3367604665899131,0.8887729945002844,0.32505585839986606,0.3628512946451032,0.48840951405775057,0.1173189465983906,0.8718145701178692,0.25950006251623015,0.6044069017140583,0.5900568358002548,0.6178557045940336,0.4656937758429695,0.8735328523120478,0.47286046604172843,0.3505746985374916,0.073993185987595,0.2973810463850305
0.5,7,6,0.16584742970123023,0.17198947930865197,0.25538133074488556,0.2925825769543138,0.8822302294708894,0.29250151017823744,0.30340834251608545,0.4501411293704776,0.32608814923189466,0.7488897180944856,0.20509170650072614,0.5930272221643184,0.5887564342530553,0.6257514436647308,0.46734439453763527,0.8260791030984584,0.470367718846552,0.3395925717496267,0.06775324788778095,0.19347235681897038
0.4285714285714164,7,6,0.15212063378734622,0.1767402261192946,0.26506086446603033,0.2180959775808366,0.8719893798596623,0.2800270740387625,0.3339960802604686,0.4275032317966573,0.3347659107534747,0.739561155132173,0.21668125378704084,0.578729190157193,0.5562778923435502,0.5596462679740586,0.463074544226716,0.7093130701478452,0.46810369241075933,0.32826345048815825,0.07024922312770657,0.056722060706124455
0.3571428571428612,7,6,0.1314257469244288,0.1635278235094818,0.26154712228958155,0.30628218515444405,0.8828939882419874,0.2898887198783124,0.37069304338911835,0.445046519115281,0.372878566203365,0.7468996246625256,0.2196243255460552,0.5697988421341873,0.5791318513411032,0.6656383193902076,0.46841460763432197,0.8615781790657437,0.4706447336851976,0.3364306923490144,0.07648916122752061,0.23661510115693382
0.2857142857142776,7,6,0.10719875878734621,0.14593478585621994,0.2513184268305674,0.304399046828563,0.8824198748340603,0.2720431437908021,0.32968746867367016,0.42233433803834725,0.32735918068763714,0.7506822654872437,0.23961028343896973,0.5672121206378684,0.5867218405443033,0.7120105252224491,0.4708073440023966,0.8942965555206038,0.4673190102109138,0.3367167815580457,0.07024922312770657,0.2177835205723652
0.21428571428569398,7,6,0.07716388400702988,0.1378549914041542,0.2456437555392505,0.2608012708952493,0.876920159302105,0.2749834426241439,0.28209603550991985,0.439623823388,0.3184436722750549,0.7414634503244877,0.22913641041424215,0.5663783056500441,0.5815680899137574,0.6874140133423958,0.4696674306040994,0.8321897609311103,0.4716670227550111,0.33581056601882375,0.07648916122752061,0.29010683990763675
0.1428571428571388,7,6,0.07496018233743408,0.130452756060284,0.23748669460358093,0.3158852981338188,0.8834629243315,0.267734587084519,0.2469916320634845,0.4109503911862128,0.41143928310168254,0.7490140989339831,0.22921335346676536,0.5677427301755749,0.6181226557490884,0.820369658349384,0.4767488337338642,0.9559130721138722,0.4709418388608161,0.34652566860081313,0.05839334073805987,0.4202170297787827
0.07142857142855519,7,6,0.08196259885764498,0.11584606996771048,0.21839104620628558,0.27670531116406505,0.8778683861179594,0.24476532194088835,0.2057288268055409,0.39286854847001673,0.4416331382589612,0.7130534032792643,0.18358612332047744,0.5639431868787841,0.6183008932874766,0.8292785594148442,0.47868710446692264,0.9181321759987416,0.47215344072133586,0.34915184424508894,0.05527337168815285,0.23874472081643394
0.0,7,6,0.09289872583479787,0.107920978317805,0.20139382070979192,0.23930136460592427,0.8733168974018585,0.2167742592848669,0.18069802533947812,0.36169423833007713,0.40088697878566204,0.7556940816669959,0.1541169342040722,0.5647343636001857,0.6090264372660023,0.773150113798501,0.4768070402467612,0.855555992450456,0.4762634600428311,0.34920247495706236,0.05277739644822723,0.0
0.9285714285714164,4,6,0.39280467376977146,0.5473533087223368,0.6940811941701472,0.6445152480655438,0.9011947657879764,0.7105479581662433,1.0,0.8102304107128697,0.3594824433065106,0.29991878662832816,0.20750579477364314,0.5605700262462218,0.5762695518033977,0.7314883823483855,0.4697381143314822,0.8097561634948096,0.4680310581155496,0.3315349821973398,0.11532279199790336,1.0
0.8571428571428612,4,6,0.6557076559753954,0.4980070313598539,0.6497241058308605,0.7878568814872329,0.9111511473544471,0.7133499756188092,0.9829433453512957,0.8112022865452705,0.22026335040234085,0.3613409717801825,0.26041376126494375,0.5606410900235932,0.5928778721270185,0.8179442651568851,0.4736673920046378,0.9118408894306385,0.4760424663361291,0.33542429992195333,0.09427298481199066,0.6045966285010109
0.7857142857142776,4,6,0.4048357864674868,0.35092187350850707,0.431385435367233,0.4686693976634805,0.8857386686895504,0.44964010451161196,0.8728978495904929,0.6469862223291629,0.24540965618141913,0.6317156507678688,0.27375376299616244,0.5608163806744426,0.5632838484072644,0.6618863399887385,0.4665949626350451,0.8203002123309215,0.4726839028879473,0.32782461293049014,0.08104494003419485,0.1901223933096443
