Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1985-03-14 00:00:00-05:00,0.07468826323747635,0.07511747678285284,0.07468826323747635,0.07468826323747635,241606400,0.0,0.0
1985-03-15 00:00:00-05:00,0.07468825768066067,0.07941040867176792,0.07425903843619462,0.07769276946783066,181417600,0.0,0.0
1985-03-18 00:00:00-05:00,0.0785520151257515,0.07941044831217645,0.0785520151257515,0.0785520151257515,124768000,0.0,0.0
1985-03-19 00:00:00-05:00,0.07855202124459294,0.07941045449788589,0.0755467340350151,0.0755467340350151,171449600,0.0,0.0
1985-03-20 00:00:00-05:00,0.07640514522790909,0.07769279187055407,0.07640514522790909,0.07640514522790909,404969600,0.0,0.0
1985-03-21 00:00:00-05:00,0.07769276946783066,0.07898118942730187,0.07769276946783066,0.07769276946783066,162467200,0.0,0.0
1985-03-22 00:00:00-05:00,0.07769279187055407,0.0789812122015414,0.07640514522790909,0.07640514522790909,80371200,0.0,0.0
1985-03-25 00:00:00-05:00,0.07640511229272386,0.07640511229272386,0.07425902783870697,0.07425902783870697,109961600,0.0,0.0
1985-03-26 00:00:00-05:00,0.07726360857486725,0.07726360857486725,0.07726360857486725,0.07726360857486725,121430400,0.0,0.0
1985-03-27 00:00:00-05:00,0.07726354586333617,0.07812274646612491,0.07511746138334274,0.07511746138334274,111350400,0.0,0.0
1985-03-28 00:00:00-05:00,0.07511746138334274,0.07640511321754327,0.07511746138334274,0.07511746138334274,129606400,0.0,0.0
1985-03-29 00:00:00-05:00,0.07511749173762321,0.07640514409215209,0.07511749173762321,0.0759759247303009,87180800,0.0,0.0
1985-04-01 00:00:00-05:00,0.07597589310951157,0.07769275838031617,0.07425902783870697,0.07425902783870697,114060800,0.0,0.0
1985-04-02 00:00:00-05:00,0.07425904172796176,0.07468826099145431,0.07211296260356903,0.07211296260356903,227427200,0.0,0.0
1985-04-03 00:00:00-05:00,0.07211296260356903,0.07254217613603824,0.07211296260356903,0.07211296260356903,242659200,0.0,0.0
1985-04-04 00:00:00-05:00,0.07211296309191727,0.0725421766272931,0.07082531675476639,0.07168374955654144,161862400,0.0,0.0
1985-04-08 00:00:00-05:00,0.07168373768056681,0.07211295114483407,0.06739157438278198,0.06739157438278198,198732800,0.0,0.0
1985-04-09 00:00:00-05:00,0.06739157438278198,0.06782078784704924,0.06739157438278198,0.06739157438278198,263894400,0.0,0.0
1985-04-10 00:00:00-05:00,0.07211296260356903,0.07297139539953079,0.07211296260356903,0.07211296260356903,226912000,0.0,0.0
1985-04-11 00:00:00-05:00,0.07340063899755478,0.07554672473202667,0.07340063899755478,0.07340063899755478,146675200,0.0,0.0
1985-04-12 00:00:00-05:00,0.07340060942906816,0.07340060942906816,0.07125453029014221,0.07168374955654144,72531200,0.0,0.0
1985-04-15 00:00:00-05:00,0.07340063899755478,0.0742590721451384,0.07340063899755478,0.07340063899755478,59830400,0.0,0.0
1985-04-16 00:00:00-05:00,0.07425902783870697,0.07468824702191927,0.07425902783870697,0.07425902783870697,67648000,0.0,0.0
1985-04-17 00:00:00-05:00,0.07769276946783066,0.07855197591385892,0.07769276946783066,0.07769276946783066,123244800,0.0,0.0
1985-04-18 00:00:00-05:00,0.0785520151257515,0.07898122885345099,0.0785520151257515,0.0785520151257515,202428800,0.0,0.0
1985-04-19 00:00:00-05:00,0.07855202941181912,0.07855202941181912,0.07683438903808067,0.07726360857486725,96028800,0.0,0.0
1985-04-22 00:00:00-05:00,0.07726354492812616,0.07726354492812616,0.07425902783870697,0.07425902783870697,102592000,0.0,0.0
1985-04-23 00:00:00-05:00,0.0759759247303009,0.07640514409215209,0.0759759247303009,0.0759759247303009,118294400,0.0,0.0
1985-04-24 00:00:00-05:00,0.07597594779614837,0.077263600541601,0.0755467340350151,0.0755467340350151,78937600,0.0,0.0
1985-04-25 00:00:00-05:00,0.0755467340350151,0.07597594779614837,0.0755467340350151,0.0755467340350151,87628800,0.0,0.0
1985-04-26 00:00:00-05:00,0.07554668057175037,0.07769275932072145,0.07511746138334274,0.07511746138334274,119705600,0.0,0.0
1985-04-29 00:00:00-04:00,0.07511748173632984,0.0755467010410339,0.07254218310117722,0.07254218310117722,62204800,0.0,0.0
1985-04-30 00:00:00-04:00,0.0729713886976242,0.07340060219067318,0.0729713886976242,0.0729713886976242,94729600,0.0,0.0
1985-05-01 00:00:00-04:00,0.07297139589369234,0.07340060942906816,0.07168374955654144,0.07168374955654144,57344000,0.0,0.0
1985-05-02 00:00:00-04:00,0.07082532662556515,0.07082532662556515,0.06610394269227982,0.06610394269227982,329772800,0.0,0.0
1985-05-03 00:00:00-04:00,0.0661039588342445,0.06910847765837842,0.0661039588342445,0.06867925822734833,158121600,0.0,0.0
1985-05-06 00:00:00-04:00,0.06867923517385606,0.06953766801674134,0.06782080233097076,0.06782080233097076,56134400,0.0,0.0
1985-05-07 00:00:00-04:00,0.06867925822734833,0.06867925822734833,0.06867925822734833,0.06867925822734833,107609600,0.0,0.0
1985-05-08 00:00:00-04:00,0.06825000792741776,0.06825000792741776,0.06825000792741776,0.06825000792741776,144390400,0.0,0.0
1985-05-09 00:00:00-04:00,0.06867925822734833,0.06910847765837842,0.06867925822734833,0.06867925822734833,127075200,0.0,0.0
1985-05-10 00:00:00-04:00,0.06867925863584365,0.07039612490812455,0.06867925863584365,0.0695376917719841,136080000,0.0,0.0
1985-05-13 00:00:00-04:00,0.06953769135838293,0.06996691078941304,0.06867925822734833,0.06867925822734833,87225600,0.0,0.0
1985-05-14 00:00:00-04:00,0.06867923517385606,0.06910845446081054,0.06782080233097076,0.06782080233097076,121744000,0.0,0.0
1985-05-15 00:00:00-04:00,0.06867925822734833,0.06996691078941304,0.06867925822734833,0.06867925822734833,130435200,0.0,0.0
1985-05-16 00:00:00-04:00,0.07340063899755478,0.07554672473202667,0.07340063899755478,0.07340063899755478,230540800,0.0,0.0
1985-05-17 00:00:00-04:00,0.07340061113929981,0.07597590960462935,0.07297139759392332,0.07468826323747635,211859200,0.0,0.0
1985-05-20 00:00:00-04:00,0.07468829158444305,0.07640515787961029,0.07340063899755478,0.07340063899755478,197187200,0.0,0.0
1985-05-21 00:00:00-04:00,0.07297140226291866,0.07297140226291866,0.07125453650951385,0.07125453650951385,152544000,0.0,0.0
1985-05-22 00:00:00-04:00,0.07125452204704726,0.07168374126379216,0.07082530856132507,0.07082530856132507,120556800,0.0,0.0
1985-05-23 00:00:00-04:00,0.07039610085962664,0.07039610085962664,0.06782080233097076,0.06782080233097076,239164800,0.0,0.0
1985-05-24 00:00:00-04:00,0.06782083761326518,0.06782083761326518,0.062240250408649445,0.062240250408649445,589478400,0.0,0.0
1985-05-28 00:00:00-04:00,0.06138179391298211,0.06138179391298211,0.05794806778430939,0.05794806778430939,510966400,0.0,0.0
1985-05-29 00:00:00-04:00,0.05880649760365486,0.05923571119764599,0.05880649760365486,0.05880649760365486,246556800,0.0,0.0
1985-05-30 00:00:00-04:00,0.060523346066474915,0.06138177882032632,0.060523346066474915,0.060523346066474915,314921600,0.0,0.0
1985-05-31 00:00:00-04:00,0.06052337346082527,0.06181102603993678,0.05966494604945183,0.05966494604945183,369420800,0.0,0.0
1985-06-03 00:00:00-04:00,0.05837729020626971,0.05837729020626971,0.05494355782866478,0.05494355782866478,576016000,0.0,0.0
1985-06-04 00:00:00-04:00,0.059235699474811554,0.05966491871488373,0.059235699474811554,0.059235699474811554,401923200,0.0,0.0
1985-06-05 00:00:00-04:00,0.0592357143661836,0.060952580296032205,0.05794806778430939,0.05794806778430939,286406400,0.0,0.0
1985-06-06 00:00:00-04:00,0.05837726220488548,0.05837726220488548,0.05837726220488548,0.05837726220488548,271196800,0.0,0.0
1985-06-07 00:00:00-04:00,0.05837729566745483,0.05837729566745483,0.05623121559619903,0.056231215596199036,475238400,0.0,0.0
1985-06-10 00:00:00-04:00,0.05623119630532219,0.05666040987991544,0.05537276342511177,0.05537276342511177,316131200,0.0,0.0
1985-06-11 00:00:00-04:00,0.05537276342511177,0.05666040987991544,0.05537276342511177,0.05537276342511177,300720000,0.0,0.0
1985-06-12 00:00:00-04:00,0.055372769152461226,0.05580198277144916,0.05408511683344841,0.05408511683344841,247990400,0.0,0.0
1985-06-13 00:00:00-04:00,0.05408511436951964,0.05451433369997835,0.051079828292131424,0.051079828292131424,379523200,0.0,0.0
1985-06-14 00:00:00-04:00,0.051079832606077825,0.05408511893727745,0.050650618970394135,0.050650618970394135,565667200,0.0,0.0
1985-06-17 00:00:00-04:00,0.051079828292131424,0.051509047622590134,0.051079828292131424,0.051079828292131424,236342400,0.0,0.0
1985-06-18 00:00:00-04:00,0.05236748605966568,0.05322591907983523,0.05236748605966568,0.05236748605966568,265216000,0.0,0.0
1985-06-19 00:00:00-04:00,0.05365511775016785,0.05451432421890296,0.05365511775016785,0.05365511775016785,171987200,0.0,0.0
1985-06-20 00:00:00-04:00,0.05408511683344841,0.05408511683344841,0.05408511683344841,0.05408511683344841,190803200,0.0,0.0
